"","DepMap_ID","CCL_name","COSMIC_ID","TCGA_combine","TCGA_manual","primary_DepMap","subtype_DepMap","primary_site_CTRP","primary_hist_CTRP","subtype_CTRP","tissue1_GDSC","tissue2_GDSC","TCGA_CCLE","TCGA_GDSC"
"332","ACH-002264","KYSE50",1298222,"ESCA",NA,"Esophageal Cancer","Squamous Cell Carcinoma",NA,NA,NA,"aero_dig_tract","oesophagus","ESCA","ESCA"
"333","ACH-002311","TE12",946356,"ESCA",NA,"Esophageal Cancer","Squamous Cell Carcinoma",NA,NA,NA,"aero_dig_tract","oesophagus","ESCA","ESCA"
"334","ACH-000306","HS688AT",NA,"SKCM",NA,"fibroblast","Melanoma","skin","malignant_melanoma",NA,NA,NA,"SKCM",NA
"335","ACH-000119","HS863T",NA,"SARC",NA,"Fibroblast","ewings_sarcoma","bone","Ewings_sarcoma_peripheral_primitive_neuroectodermal_tumor",NA,NA,NA,"SARC",NA
"336","ACH-000043","HS895T",NA,"SKCM",NA,"Fibroblast","malignant_melanoma","skin","malignant_melanoma",NA,NA,NA,"SKCM",NA
"337","ACH-000079","TE125T",NA,"SARC",NA,"Fibroblast","Rhabdomyosarcoma","soft_tissue","rhabdomyosarcoma",NA,NA,NA,"SARC",NA
"338","ACH-000133","HS729",NA,"SARC",NA,"Fibroblast",NA,"soft_tissue","rhabdomyosarcoma",NA,NA,NA,"SARC",NA
"339","ACH-000047","GCIY",906869,"STAD",NA,"Gastric Cancer","Adenocarcinoma","stomach","carcinoma","adenocarcinoma","digestive_system","stomach","STAD","STAD"
"340","ACH-000880","AGS",906790,"STAD",NA,"Gastric Cancer","Adenocarcinoma","stomach","carcinoma","adenocarcinoma","digestive_system","stomach","STAD","STAD"
"341","ACH-000948","2313287",910924,"STAD",NA,"Gastric Cancer","Adenocarcinoma","stomach","carcinoma","adenocarcinoma","digestive_system","stomach","STAD","STAD"
"342","ACH-000485","GSU",NA,"STAD",NA,"Gastric Cancer","Adenocarcinoma","stomach","carcinoma","adenocarcinoma",NA,NA,"STAD",NA
"343","ACH-000746","GSS",NA,"STAD",NA,"Gastric Cancer","Adenocarcinoma","stomach","carcinoma","adenocarcinoma",NA,NA,"STAD",NA
"344","ACH-000761","NUGC2",NA,"STAD",NA,"Gastric Cancer","Adenocarcinoma","stomach","carcinoma","adenocarcinoma",NA,NA,"STAD",NA
"345","ACH-000356","MKN45",925340,"STAD",NA,"Gastric Cancer","Adenocarcinoma","stomach","carcinoma","diffuse_adenocarcinoma","digestive_system","stomach","STAD","STAD"
"346","ACH-000633","FU97",1290806,"STAD",NA,"Gastric Cancer","Adenocarcinoma","stomach","carcinoma","diffuse_adenocarcinoma","digestive_system","stomach","STAD","STAD"
"347","ACH-000919","IM95",1240155,"STAD",NA,"Gastric Cancer","Adenocarcinoma","stomach","carcinoma","intestinal_adenocarcinoma","digestive_system","stomach","STAD","STAD"
"348","ACH-000351","MKN1",908138,"STAD",NA,"Gastric Cancer","Adenocarcinoma","stomach","carcinoma","mixed_adenosquamous_carcinoma","digestive_system","stomach","STAD",NA
"349","ACH-000303","SNU5",908445,"STAD",NA,"Gastric Cancer","Adenocarcinoma","stomach","carcinoma","undifferentiated_adenocarcinoma","digestive_system","stomach","STAD","STAD"
"350","ACH-000911","NUGC3",908455,"STAD",NA,"Gastric Cancer","Adenocarcinoma","stomach","carcinoma",NA,"digestive_system","stomach","STAD","STAD"
"351","ACH-000949","TGBC11TKB",909770,"STAD",NA,"Gastric Cancer","Adenocarcinoma","stomach","carcinoma",NA,"digestive_system","stomach","STAD","STAD"
"352","ACH-001653","SKGT2",1503364,"STAD",NA,"Gastric Cancer","Adenocarcinoma",NA,NA,NA,"digestive_system","stomach","STAD","STAD"
"353","ACH-002202","TMK1",1299069,"STAD",NA,"Gastric Cancer","Adenocarcinoma",NA,NA,NA,"digestive_system","stomach","STAD","STAD"
"354","ACH-002306","STS0421",1299061,"STAD",NA,"Gastric Cancer","Adenocarcinoma",NA,NA,NA,"soft_tissue","soft_tissue_other","STAD",NA
"355","ACH-001017","BGC823",NA,"STAD",NA,"Gastric Cancer","Adenocarcinoma",NA,NA,NA,NA,NA,"STAD",NA
"356","ACH-000167","KE97",NA,"MM",NA,"Gastric Cancer","Adenocarcinoma, mucinous","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma",NA,NA,"MM",NA
"357","ACH-000764","SH10TC",NA,"STAD",NA,"Gastric Cancer","Adenocarcinoma, mucinous","stomach","carcinoma",NA,NA,NA,"STAD",NA
"358","ACH-000793","KATOIII",907276,"STAD",NA,"Gastric Cancer","Adenocarcinoma, signet ring cell","stomach","carcinoma","adenocarcinoma","digestive_system","stomach","STAD","STAD"
"359","ACH-000247","OCUM1",1298358,"STAD",NA,"Gastric Cancer","Adenocarcinoma, signet ring cell","stomach","carcinoma","diffuse_adenocarcinoma","digestive_system","stomach","STAD","STAD"
"360","ACH-000674","NUGC4",1298357,"STAD",NA,"Gastric Cancer","Adenocarcinoma, signet ring cell","stomach","carcinoma","signet_ring_adenocarcinoma","digestive_system","stomach","STAD","STAD"
"361","ACH-000344","SNU668",NA,"STAD",NA,"Gastric Cancer","Adenocarcinoma, signet ring cell","stomach","carcinoma","signet_ring_adenocarcinoma",NA,NA,"STAD",NA
"362","ACH-000736","SNU601",NA,"STAD",NA,"Gastric Cancer","Adenocarcinoma, signet ring cell","stomach","carcinoma",NA,NA,NA,"STAD",NA
"363","ACH-002141","HSC39",1322224,"STAD",NA,"Gastric Cancer","Adenocarcinoma, signet ring cell",NA,NA,NA,"digestive_system","stomach","STAD","STAD"
"364","ACH-000678","MKN7",924250,"STAD",NA,"Gastric Cancer","Adenocarcinoma, tubular","stomach","carcinoma","tubular_adenocarcinoma","digestive_system","stomach","STAD","STAD"
"365","ACH-000427","NCIN87",908461,"STAD",NA,"Gastric Cancer","Adenocarcinoma, tubular","stomach","carcinoma",NA,"digestive_system","stomach","STAD","STAD"
"366","ACH-000239","HUG1N",NA,"STAD",NA,"Gastric Cancer","Adenocarcinoma, tubular","stomach","carcinoma",NA,NA,NA,"STAD",NA
"367","ACH-000466","SNU216",NA,"STAD",NA,"Gastric Cancer","Adenocarcinoma, tubular","stomach","carcinoma",NA,NA,NA,"STAD",NA
"368","ACH-000898","SNU719",NA,"STAD",NA,"Gastric Cancer","Adenocarcinoma, tubular","stomach","carcinoma",NA,NA,NA,"STAD",NA
"369","ACH-002161","MKN28",908139,"STAD",NA,"Gastric Cancer","Adenocarcinoma, tubular",NA,NA,NA,"digestive_system","stomach","STAD","STAD"
"370","ACH-000581","SNU16",908446,"STAD",NA,"Gastric Cancer","Carcinoma","stomach","carcinoma","undifferentiated_adenocarcinoma","digestive_system","stomach","STAD","STAD"
"371","ACH-000847","HGC27",907055,"STAD",NA,"Gastric Cancer","Carcinoma","stomach","carcinoma","undifferentiated_adenocarcinoma","digestive_system","stomach","STAD","STAD"
"372","ACH-000932","SNU1",908444,"STAD",NA,"Gastric Cancer","Carcinoma","stomach","carcinoma","undifferentiated_adenocarcinoma","digestive_system","stomach","STAD","STAD"
"373","ACH-000616","HS746T",1240151,"STAD",NA,"Gastric Cancer","Carcinoma","stomach","carcinoma",NA,"digestive_system","stomach","STAD","STAD"
"374","ACH-000110","NCCSTCK140",NA,"STAD",NA,"Gastric Cancer","Carcinoma","stomach","carcinoma",NA,NA,NA,"STAD",NA
"375","ACH-000507","KE39",NA,"STAD",NA,"Gastric Cancer","Carcinoma","stomach","carcinoma",NA,NA,NA,"STAD",NA
"376","ACH-002198","SCH",909711,"STAD",NA,"Gastric Cancer","Choriocarcinoma",NA,NA,NA,"digestive_system","stomach","STAD",NA
"377","ACH-000225","ECC12",906849,"STAD",NA,"Gastric Cancer","Small Cell Carcinoma","stomach","carcinoma","small_cell_adenocarcinoma","digestive_system","stomach","STAD",NA
"378","ACH-000560","ECC10",906848,"STAD",NA,"Gastric Cancer","Small Cell Carcinoma","stomach","carcinoma","small_cell_adenocarcinoma","digestive_system","stomach","STAD",NA
"379","ACH-000758","MKN74",NA,"STAD",NA,"Gastric Cancer","Stomach Adenocarcinoma","stomach","carcinoma","tubular_adenocarcinoma",NA,NA,"STAD",NA
"380","ACH-000144","RERFGC1B",1240209,"STAD",NA,"Gastric Cancer","Stomach Adenocarcinoma","stomach","carcinoma",NA,"digestive_system","stomach","STAD","STAD"
"381","ACH-000325","SNU620",NA,"STAD",NA,"Gastric Cancer","Stomach Adenocarcinoma","stomach","carcinoma",NA,NA,NA,"STAD",NA
"382","ACH-000908","SNU520",NA,"STAD",NA,"Gastric Cancer","Stomach Adenocarcinoma","stomach","carcinoma",NA,NA,NA,"STAD",NA
"383","ACH-000255","LMSU",NA,"STAD",NA,"Gastric Cancer","Unknown","stomach","carcinoma","adenocarcinoma",NA,NA,"STAD",NA
"384","ACH-002043","CA922",NA,"HNSC",NA,"Head and Neck Cancer","Carcinoma, gingival",NA,NA,NA,NA,NA,"HNSC",NA
"385","ACH-000836","YD15",NA,"HNSC",NA,"Head and Neck Cancer","Carcinoma, mucoepidermoid","salivary_gland","carcinoma","mucoepidermoid_carcinoma",NA,NA,"HNSC",NA
"386","ACH-002239","H3118",1240140,"HNSC",NA,"Head and Neck Cancer","Carcinoma, mucoepidermoid",NA,NA,NA,"aero_dig_tract","head and neck","HNSC",NA
"387","ACH-000207","DETROIT562",906837,"HNSC",NA,"Head and Neck Cancer","Carcinoma, pharynx","upper_aerodigestive_tract","carcinoma",NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"388","ACH-002234","DOK",910936,"HNSC",NA,"Head and Neck Cancer","Oral Dysplasia",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"389","ACH-000181","SCC9",909709,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","aero_dig_tract","head and neck","HNSC","HNSC"
"390","ACH-000188","SCC25",910701,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","aero_dig_tract","head and neck","HNSC","HNSC"
"391","ACH-000472","HSC2",753562,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","aero_dig_tract","head and neck","HNSC","HNSC"
"392","ACH-000546","HSC4",907062,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","aero_dig_tract","head and neck","HNSC","HNSC"
"393","ACH-000778","HSC3",907061,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","aero_dig_tract","head and neck","HNSC","HNSC"
"394","ACH-000832","CAL27",910916,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","aero_dig_tract","head and neck","HNSC","HNSC"
"395","ACH-000846","FADU",906863,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","aero_dig_tract","head and neck","HNSC","HNSC"
"396","ACH-000682","SNU1066",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,NA,"HNSC",NA
"397","ACH-000762","YD38",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,NA,"HNSC",NA
"398","ACH-000992","BICR18",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,NA,"HNSC",NA
"399","ACH-001385","RPMI2650",909700,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"400","ACH-001542","KON",1298215,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"401","ACH-001625","OSC19",1298362,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"402","ACH-001626","OSC20",1240196,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"403","ACH-001641","SAT",1299050,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"404","ACH-002212","BB30HNC",753531,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"405","ACH-002213","BB49HNC",753532,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"406","ACH-002260","KOSC2",753570,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"407","ACH-002265","LB771HNC",753583,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"408","ACH-002294","PCI15A",1240204,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"409","ACH-002295","PCI30",1298529,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"410","ACH-002296","PCI38",1240205,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"411","ACH-002298","PCI6A",1240206,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"412","ACH-002305","SKN3",1299059,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"413","ACH-000606","PECAPJ34CLONEC12",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, basaloid","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,NA,"HNSC",NA
"414","ACH-000618","SNU1041",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, hypopharyngeal","upper_aerodigestive_tract","carcinoma",NA,NA,NA,"HNSC",NA
"415","ACH-002391","UDSCC2",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, hypopharyngeal",NA,NA,NA,NA,NA,"HNSC",NA
"416","ACH-000500","SNU46",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, laryngeal","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,NA,"HNSC",NA
"417","ACH-000549","SNU1076",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, laryngeal","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,NA,"HNSC",NA
"418","ACH-000692","SNU899",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, laryngeal","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,NA,"HNSC",NA
"419","ACH-000715","SNU1214",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, laryngeal","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,NA,"HNSC",NA
"420","ACH-002249","JHU011",1240161,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, laryngeal",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"421","ACH-002251","JHU029",1298156,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, laryngeal",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"422","ACH-002297","PCI4B",1298531,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, laryngeal",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"423","ACH-000228","BICR31",1290725,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","aero_dig_tract","head and neck","HNSC","HNSC"
"424","ACH-000238","SCC4",910904,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","aero_dig_tract","head and neck","HNSC","HNSC"
"425","ACH-000518","CAL33",753541,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","aero_dig_tract","head and neck","HNSC","HNSC"
"426","ACH-000548","BHY",753535,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","aero_dig_tract","head and neck","HNSC","HNSC"
"427","ACH-000619","PECAPJ15",1240207,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","aero_dig_tract","head and neck","HNSC","HNSC"
"428","ACH-000794","BICR22",1240121,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","aero_dig_tract","head and neck","HNSC","HNSC"
"429","ACH-001090","HN",907059,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","aero_dig_tract","head and neck","HNSC","HNSC"
"430","ACH-000415","BICR6",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,NA,"HNSC",NA
"431","ACH-000503","BICR16",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,NA,"HNSC",NA
"432","ACH-000732","PECAPJ41CLONED2",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,NA,"HNSC",NA
"433","ACH-000735","PECAPJ49",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,NA,"HNSC",NA
"434","ACH-000771","BICR56",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,NA,"HNSC",NA
"435","ACH-001331","BICR10",1290724,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"436","ACH-001332","BICR78",1240122,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"437","ACH-002244","HO1N1",924111,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"438","ACH-002250","JHU022",1240162,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"439","ACH-002045","HO1U1",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, oral",NA,NA,NA,NA,NA,"HNSC",NA
"440","ACH-000740","A253",906794,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, salivary gland","salivary_gland","carcinoma","mucoepidermoid_carcinoma","aero_dig_tract","head and neck","HNSC",NA
"441","ACH-000630","YD8",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, tongue","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,NA,"HNSC",NA
"442","ACH-000723","YD10B",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, tongue","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,NA,"HNSC",NA
"443","ACH-002315","SCC90",1299052,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, tongue",NA,NA,NA,"aero_dig_tract","head and neck","HNSC","HNSC"
"444","ACH-002029","SAS",NA,"HNSC",NA,"Head and Neck Cancer","Squamous Cell Carcinoma, tongue",NA,NA,NA,NA,NA,"HNSC",NA
"445","ACH-000254","SCC15",910911,"HNSC",NA,"Head and Neck Cancer","Unknown","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma","aero_dig_tract","head and neck","HNSC","HNSC"
"446","ACH-000642","HMEL",NA,"BRCA",NA,"Immortalized","Breast Cancer","breast",NA,"immortalized_epithelial",NA,NA,"BRCA",NA
"447","ACH-000494","OELE",NA,"OV",NA,"Immortalized","Immortalized ovarian epithelial","ovary",NA,"immortalized_epithelial",NA,NA,"OV",NA
"448","ACH-001087","HK2",NA,"KIRC",NA,"immortalized_epithelial","kidney","kidney",NA,"immortalized_epithelial",NA,NA,"KIRC",NA
"449","ACH-001398","SW156",1240220,"KIRC",NA,"Kidney Cancer","Hypernephroma",NA,NA,NA,"kidney","kidney","KIRC","KIRC"
"450","ACH-000049","HEKTE",NA,"KIRC",NA,"Kidney Cancer","Immortalized","kidney",NA,"immortalized_epithelial",NA,NA,"KIRC",NA
"451","ACH-000411","769P",910922,"KIRC",NA,"Kidney Cancer","Renal Adenocarcinoma, clear cell","kidney","carcinoma","clear_cell_renal_cell_carcinoma","kidney","kidney","KIRC","KIRC"
"452","ACH-000649","786O",905947,"KIRC",NA,"Kidney Cancer","Renal Adenocarcinoma, clear cell","kidney","carcinoma","clear_cell_renal_cell_carcinoma","kidney","kidney","KIRC","KIRC"
"453","ACH-000433","CAKI1",905963,"KIRC",NA,"Kidney Cancer","Renal Carcinoma, clear cell","kidney","carcinoma","clear_cell_renal_cell_carcinoma","kidney","kidney","KIRC","KIRC"
"454","ACH-000684","KMRC1",1298168,"KIRC",NA,"Kidney Cancer","Renal Carcinoma, clear cell","kidney","carcinoma","clear_cell_renal_cell_carcinoma","kidney","kidney","KIRC","KIRC"
"455","ACH-000234","CAKI2",NA,"KIRC",NA,"Kidney Cancer","Renal Carcinoma, clear cell","kidney","carcinoma","clear_cell_renal_cell_carcinoma",NA,NA,"KIRC",NA
"456","ACH-000313","KMRC3",NA,"KIRC",NA,"Kidney Cancer","Renal Carcinoma, clear cell","kidney","carcinoma","clear_cell_renal_cell_carcinoma",NA,NA,"KIRC",NA
"457","ACH-000513","SNU1272",NA,"KIRC",NA,"Kidney Cancer","Renal Carcinoma, clear cell","kidney","carcinoma","clear_cell_renal_cell_carcinoma",NA,NA,"KIRC",NA
"458","ACH-000709","KMRC2",NA,"KIRC",NA,"Kidney Cancer","Renal Carcinoma, clear cell","kidney","carcinoma","clear_cell_renal_cell_carcinoma",NA,NA,"KIRC",NA
"459","ACH-000907","SNU349",NA,"KIRC",NA,"Kidney Cancer","Renal Carcinoma, clear cell","kidney","carcinoma","clear_cell_renal_cell_carcinoma",NA,NA,"KIRC",NA
"460","ACH-002187","RCCAB",1524418,"KIRC",NA,"Kidney Cancer","Renal Carcinoma, clear cell",NA,NA,NA,"kidney","kidney","KIRC","KIRC"
"461","ACH-002188","RCCER",1524417,"KIRC",NA,"Kidney Cancer","Renal Carcinoma, clear cell",NA,NA,NA,"kidney","kidney","KIRC","KIRC"
"462","ACH-002189","RCCFG2",1524414,"KIRC",NA,"Kidney Cancer","Renal Carcinoma, clear cell",NA,NA,NA,"kidney","kidney","KIRC","KIRC"
"463","ACH-002190","RCCJF",1524415,"KIRC",NA,"Kidney Cancer","Renal Carcinoma, clear cell",NA,NA,NA,"kidney","kidney","KIRC","KIRC"
"464","ACH-002191","RCCJW",1524416,"KIRC",NA,"Kidney Cancer","Renal Carcinoma, clear cell",NA,NA,NA,"kidney","kidney","KIRC","KIRC"
"465","ACH-002192","RCCMF",1524419,"KIRC",NA,"Kidney Cancer","Renal Carcinoma, clear cell",NA,NA,NA,"kidney","kidney","KIRC","KIRC"
"466","ACH-000792","BFTC909",910698,"KIRC",NA,"Kidney Cancer","Renal Carcinoma, transitional cell","kidney","carcinoma",NA,"kidney","kidney","KIRC","KIRC"
"467","ACH-000046","ACHN",905950,"KIRC",NA,"Kidney Cancer","Renal Cell Adenocarcinoma","kidney","carcinoma","renal_cell_carcinoma","kidney","kidney","KIRC","KIRC"
"468","ACH-000429","A704",910920,"KIRC",NA,"Kidney Cancer","Renal Cell Adenocarcinoma","kidney","carcinoma","renal_cell_carcinoma","kidney","kidney","KIRC","KIRC"
"469","ACH-000262","UOK101",NA,"KIRC",NA,"Kidney Cancer","Renal Cell Carcinoma","kidney","carcinoma","clear_cell_renal_cell_carcinoma",NA,NA,"KIRC",NA
"470","ACH-001175","RCC4",NA,"KIRC",NA,"Kidney Cancer","Renal Cell Carcinoma","kidney","carcinoma","clear_cell_renal_cell_carcinoma",NA,NA,"KIRC",NA
"471","ACH-001224","UMRC2",NA,"KIRC",NA,"Kidney Cancer","Renal Cell Carcinoma","kidney","carcinoma","clear_cell_renal_cell_carcinoma",NA,NA,"KIRC",NA
"472","ACH-000159","OSRC2",909250,"KIRC",NA,"Kidney Cancer","Renal Cell Carcinoma","kidney","carcinoma","renal_cell_carcinoma","kidney","kidney","KIRC","KIRC"
"473","ACH-000171","VMRCRCZ",909781,"KIRC",NA,"Kidney Cancer","Renal Cell Carcinoma","kidney","carcinoma","renal_cell_carcinoma","kidney","kidney","KIRC","KIRC"
"474","ACH-000189","RCC10RGB",909974,"KIRC",NA,"Kidney Cancer","Renal Cell Carcinoma","kidney","carcinoma","renal_cell_carcinoma","kidney","kidney","KIRC","KIRC"
"475","ACH-000250","KMRC20",1298169,"KIRC",NA,"Kidney Cancer","Renal Cell Carcinoma","kidney","carcinoma","renal_cell_carcinoma","kidney","kidney","KIRC","KIRC"
"476","ACH-000457","CAL54",910952,"KIRC",NA,"Kidney Cancer","Renal Cell Carcinoma","kidney","carcinoma","renal_cell_carcinoma","kidney","kidney","KIRC","KIRC"
"477","ACH-000555","A498",905948,"KIRC",NA,"Kidney Cancer","Renal Cell Carcinoma","kidney","carcinoma","renal_cell_carcinoma","kidney","kidney","KIRC","KIRC"
"478","ACH-000016","SLR21",NA,"KIRC",NA,"Kidney Cancer","Renal Cell Carcinoma","kidney","carcinoma","renal_cell_carcinoma",NA,NA,"KIRC",NA
"479","ACH-000127","SLR20",NA,"KIRC",NA,"Kidney Cancer","Renal Cell Carcinoma","kidney","carcinoma","renal_cell_carcinoma",NA,NA,"KIRC",NA
"480","ACH-000246","SLR23",NA,"KIRC",NA,"Kidney Cancer","Renal Cell Carcinoma","kidney","carcinoma","renal_cell_carcinoma",NA,NA,"KIRC",NA
"481","ACH-000600","SLR26",NA,"KIRC",NA,"Kidney Cancer","Renal Cell Carcinoma","kidney","carcinoma","renal_cell_carcinoma",NA,NA,"KIRC",NA
"482","ACH-000300","SLR25",NA,"KIRC",NA,"Kidney Cancer","Renal Cell Carcinoma","kidney","carcinoma","renal_cell_carcinoma",NA,NA,"KIRC",NA
"483","ACH-000385","SKRC20",NA,"KIRC",NA,"Kidney Cancer","Renal Cell Carcinoma","kidney","carcinoma","renal_cell_carcinoma",NA,NA,"KIRC",NA
